plot,run,model,source,task_order,Task Order,condition,condition_key,mean_balance_r10,path
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game_myth,Game -> Myth,Positive +5,noisy_positive_5,75.0,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_positive_5/noise_positive_mem3_gpt5_nano_037_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game_myth,Game -> Myth,Positive +5,noisy_positive_5,73.36999999999999,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_positive_5/noise_positive_mem3_gpt5_nano_038_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game_myth,Game -> Myth,Positive +5,noisy_positive_5,74.9,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_positive_5/noise_positive_mem3_gpt5_nano_039_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game_myth,Game -> Myth,Positive +5,noisy_positive_5,74.13,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_positive_5/noise_positive_mem3_gpt5_nano_040_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game_myth,Game -> Myth,Positive +5,noisy_positive_5,71.13,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_positive_5/noise_positive_mem3_gpt5_nano_041_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game_myth,Game -> Myth,Positive +5,noisy_positive_5,75.0,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_positive_5/noise_positive_mem3_gpt5_nano_042_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game_myth,Game -> Myth,Positive +5,noisy_positive_5,73.68,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_positive_5/noise_positive_mem3_gpt5_nano_043_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game_myth,Game -> Myth,Positive +5,noisy_positive_5,74.25,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_positive_5/noise_positive_mem3_gpt5_nano_044_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game_myth,Game -> Myth,Positive +5 Informed,noisy_positive_5_informed,74.4,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_045_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game_myth,Game -> Myth,Positive +5 Informed,noisy_positive_5_informed,75.0,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_046_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game_myth,Game -> Myth,Positive +5 Informed,noisy_positive_5_informed,73.46,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_047_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game_myth,Game -> Myth,Positive +5 Informed,noisy_positive_5_informed,73.28,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_048_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game_myth,Game -> Myth,Positive +5 Informed,noisy_positive_5_informed,75.0,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_049_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game_myth,Game -> Myth,Positive +5 Informed,noisy_positive_5_informed,75.0,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_050_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game_myth,Game -> Myth,Positive +5 Informed,noisy_positive_5_informed,75.0,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_051_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game_myth,Game -> Myth,Positive +5 Informed,noisy_positive_5_informed,75.0,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_052_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game_myth,Game -> Myth,Positive +5 Informed,noisy_positive_5_informed,75.0,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_053_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game_myth,Game -> Myth,Positive +5 Informed,noisy_positive_5_informed,74.73,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_054_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game_myth,Game -> Myth,Positive +5 Informed,noisy_positive_5_informed,73.03999999999999,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_055_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game_myth,Game -> Myth,Positive +5 Informed,noisy_positive_5_informed,74.98,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_056_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game_myth,Game -> Myth,Positive +5 Informed,noisy_positive_5_informed,75.0,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_057_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game_myth,Game -> Myth,Positive +5 Informed,noisy_positive_5_informed,75.0,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_058_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game_myth,Game -> Myth,Positive +5 Informed,noisy_positive_5_informed,75.00000000000001,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_059_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,myth_game,Myth -> Game,Positive +5,noisy_positive_5,74.58,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/myth_game/noisy_positive_5/noise_positive_mem3_gpt5_nano_060_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,myth_game,Myth -> Game,Positive +5,noisy_positive_5,75.0,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/myth_game/noisy_positive_5/noise_positive_mem3_gpt5_nano_061_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,myth_game,Myth -> Game,Positive +5,noisy_positive_5,75.0,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/myth_game/noisy_positive_5/noise_positive_mem3_gpt5_nano_062_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,myth_game,Myth -> Game,Positive +5,noisy_positive_5,75.0,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/myth_game/noisy_positive_5/noise_positive_mem3_gpt5_nano_063_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,myth_game,Myth -> Game,Positive +5,noisy_positive_5,75.0,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/myth_game/noisy_positive_5/noise_positive_mem3_gpt5_nano_064_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,myth_game,Myth -> Game,Positive +5,noisy_positive_5,74.50999999999999,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/myth_game/noisy_positive_5/noise_positive_mem3_gpt5_nano_065_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,myth_game,Myth -> Game,Positive +5,noisy_positive_5,74.66,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/myth_game/noisy_positive_5/noise_positive_mem3_gpt5_nano_066_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,myth_game,Myth -> Game,Positive +5,noisy_positive_5,75.0,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/myth_game/noisy_positive_5/noise_positive_mem3_gpt5_nano_067_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,myth_game,Myth -> Game,Positive +5,noisy_positive_5,75.0,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/myth_game/noisy_positive_5/noise_positive_mem3_gpt5_nano_068_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,myth_game,Myth -> Game,Positive +5,noisy_positive_5,74.94999999999999,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/myth_game/noisy_positive_5/noise_positive_mem3_gpt5_nano_069_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,myth_game,Myth -> Game,Positive +5,noisy_positive_5,75.0,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/myth_game/noisy_positive_5/noise_positive_mem3_gpt5_nano_070_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,myth_game,Myth -> Game,Positive +5,noisy_positive_5,75.0,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/myth_game/noisy_positive_5/noise_positive_mem3_gpt5_nano_071_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,myth_game,Myth -> Game,Positive +5,noisy_positive_5,75.0,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/myth_game/noisy_positive_5/noise_positive_mem3_gpt5_nano_072_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,myth_game,Myth -> Game,Positive +5,noisy_positive_5,71.69,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/myth_game/noisy_positive_5/noise_positive_mem3_gpt5_nano_073_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,myth_game,Myth -> Game,Positive +5,noisy_positive_5,72.63000000000001,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/myth_game/noisy_positive_5/noise_positive_mem3_gpt5_nano_074_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,myth_game,Myth -> Game,Positive +5 Informed,noisy_positive_5_informed,75.0,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/myth_game/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_075_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,myth_game,Myth -> Game,Positive +5 Informed,noisy_positive_5_informed,75.0,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/myth_game/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_076_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,myth_game,Myth -> Game,Positive +5 Informed,noisy_positive_5_informed,73.69,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/myth_game/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_077_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,myth_game,Myth -> Game,Positive +5 Informed,noisy_positive_5_informed,75.0,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/myth_game/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_078_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,myth_game,Myth -> Game,Positive +5 Informed,noisy_positive_5_informed,75.0,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/myth_game/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_079_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,myth_game,Myth -> Game,Positive +5 Informed,noisy_positive_5_informed,75.0,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/myth_game/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_080_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,myth_game,Myth -> Game,Positive +5 Informed,noisy_positive_5_informed,75.0,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/myth_game/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_081_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,myth_game,Myth -> Game,Positive +5 Informed,noisy_positive_5_informed,73.39,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/myth_game/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_082_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,myth_game,Myth -> Game,Positive +5 Informed,noisy_positive_5_informed,75.0,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/myth_game/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_083_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,myth_game,Myth -> Game,Positive +5 Informed,noisy_positive_5_informed,73.58,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/myth_game/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_084_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,myth_game,Myth -> Game,Positive +5 Informed,noisy_positive_5_informed,75.0,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/myth_game/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_085_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,myth_game,Myth -> Game,Positive +5 Informed,noisy_positive_5_informed,75.0,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/myth_game/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_086_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,myth_game,Myth -> Game,Positive +5 Informed,noisy_positive_5_informed,75.0,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/myth_game/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_087_neutral_anything.json
