model,task_order,noise_condition,experiment,myth_topic,game_params_name,round,agent,n_tokens,n_types,ttr,entropy_bits,mean_sentence_length,n_sentences
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,6,Agent_1,217,130,0.5990783410138248,6.595014205657238,12.705882352941176,17
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,7,Agent_1,219,125,0.5707762557077626,6.497440175002418,12.11111111111111,18
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,7,Agent_2,217,135,0.6221198156682027,6.71240407204826,10.8,20
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,8,Agent_2,220,125,0.5681818181818182,6.496784062591293,10.95,20
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,8,Agent_1,214,125,0.5841121495327103,6.562764741971631,13.3125,16
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,9,Agent_1,218,123,0.5642201834862385,6.5352294238525515,12.764705882352942,17
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,9,Agent_2,221,126,0.5701357466063348,6.509951108871863,12.222222222222221,18
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,10,Agent_2,224,124,0.5535714285714286,6.525254295459023,12.38888888888889,18
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,10,Agent_1,217,123,0.5668202764976958,6.541913461807012,11.368421052631579,19
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,1,Agent_1,213,138,0.647887323943662,6.614355435701714,15.214285714285714,14
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,1,Agent_2,199,142,0.7135678391959799,6.79674718942305,13.266666666666667,15
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,2,Agent_2,206,142,0.6893203883495146,6.84843033809858,14.642857142857142,14
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,2,Agent_1,212,137,0.6462264150943396,6.6366542879673,16.23076923076923,13
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,3,Agent_1,204,141,0.6911764705882353,6.759127793934728,14.5,14
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,3,Agent_2,197,141,0.7157360406091371,6.836214256255969,12.25,16
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,4,Agent_2,205,148,0.7219512195121951,6.991389123769041,14.571428571428571,14
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,4,Agent_1,219,148,0.6757990867579908,6.8096069694161185,15.571428571428571,14
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,5,Agent_1,216,146,0.6759259259259259,6.845268697001173,16.53846153846154,13
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,5,Agent_2,218,151,0.6926605504587156,6.968039626382623,9.434782608695652,23
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,6,Agent_2,205,140,0.6829268292682927,6.858724765902847,12.75,16
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,6,Agent_1,209,147,0.7033492822966507,7.004039905001032,10.4,20
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,7,Agent_1,215,154,0.7162790697674418,6.990639955141339,11.88888888888889,18
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,7,Agent_2,210,145,0.6904761904761905,6.9734603393202175,12.294117647058824,17
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,8,Agent_2,207,143,0.6908212560386473,6.948182943128124,9.80952380952381,21
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,8,Agent_1,226,157,0.6946902654867256,7.035612020949761,10.714285714285714,21
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,9,Agent_1,214,156,0.7289719626168224,7.05869533248311,11.210526315789474,19
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,9,Agent_2,217,159,0.7327188940092166,7.0827483525083235,9.0,24
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,10,Agent_2,216,154,0.7129629629629629,7.006633294095032,11.31578947368421,19
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,10,Agent_1,217,160,0.7373271889400922,7.0170863705936375,10.8,20
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,1,Agent_1,193,125,0.6476683937823834,6.578866835491996,19.3,10
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,1,Agent_2,199,116,0.5829145728643216,6.400913521417186,13.266666666666667,15
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,2,Agent_2,207,141,0.6811594202898551,6.791335994854685,13.733333333333333,15
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,2,Agent_1,207,130,0.6280193236714976,6.637773071685949,13.733333333333333,15
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,3,Agent_1,214,125,0.5841121495327103,6.604683577828578,13.3125,16
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,3,Agent_2,220,129,0.5863636363636363,6.537369457561384,12.882352941176471,17
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,4,Agent_2,229,134,0.5851528384279476,6.6177864387352034,15.2,15
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,4,Agent_1,211,130,0.6161137440758294,6.574328973320725,10.5,20
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,5,Agent_1,202,140,0.693069306930693,6.822138325156327,10.578947368421053,19
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,5,Agent_2,216,142,0.6574074074074074,6.789069782707572,11.31578947368421,19
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,6,Agent_2,218,136,0.6238532110091743,6.605472328008236,9.863636363636363,22
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,6,Agent_1,215,132,0.6139534883720931,6.530049408112159,13.375,16
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,7,Agent_1,215,140,0.6511627906976745,6.737224261513674,14.266666666666667,15
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,7,Agent_2,225,136,0.6044444444444445,6.638440456608483,8.615384615384615,26
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,8,Agent_2,219,133,0.6073059360730594,6.571212787824323,8.72,25
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,8,Agent_1,209,137,0.6555023923444976,6.700766804593119,9.454545454545455,22
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,9,Agent_1,208,122,0.5865384615384616,6.43623387052754,10.35,20
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,9,Agent_2,215,129,0.6,6.575976398721125,10.19047619047619,21
