metric,contrast_type,replicate_id,difference
myth_punishment_presence,availability_main,87,0.23958333333333334
myth_punishment_presence,availability_main,88,0.22916666666666669
myth_punishment_presence,availability_main,89,0.3770833333333333
myth_punishment_presence,interaction,80,0.2625
myth_punishment_presence,interaction,81,-0.15000000000000002
myth_punishment_presence,interaction,82,-0.025000000000000022
myth_punishment_presence,interaction,83,0.11666666666666664
myth_punishment_presence,interaction,84,0.17916666666666664
myth_punishment_presence,interaction,85,0.12916666666666665
myth_punishment_presence,interaction,86,0.05416666666666664
myth_punishment_presence,interaction,87,0.2541666666666667
myth_punishment_presence,interaction,88,0.30833333333333335
myth_punishment_presence,interaction,89,-0.12083333333333335
myth_punishment_presence,defector_effect_off,80,0.0
myth_punishment_presence,defector_effect_off,81,0.0
myth_punishment_presence,defector_effect_off,82,0.0
myth_punishment_presence,defector_effect_off,83,0.0
myth_punishment_presence,defector_effect_off,84,0.016666666666666666
myth_punishment_presence,defector_effect_off,85,0.0
myth_punishment_presence,defector_effect_off,86,0.0
myth_punishment_presence,defector_effect_off,87,0.004166666666666666
myth_punishment_presence,defector_effect_off,88,-0.0125
myth_punishment_presence,defector_effect_off,89,0.03333333333333333
myth_punishment_presence,defector_effect_on,80,0.2625
myth_punishment_presence,defector_effect_on,81,-0.15000000000000002
myth_punishment_presence,defector_effect_on,82,-0.025000000000000022
myth_punishment_presence,defector_effect_on,83,0.11666666666666664
myth_punishment_presence,defector_effect_on,84,0.1958333333333333
myth_punishment_presence,defector_effect_on,85,0.12916666666666665
myth_punishment_presence,defector_effect_on,86,0.05416666666666664
myth_punishment_presence,defector_effect_on,87,0.25833333333333336
myth_punishment_presence,defector_effect_on,88,0.2958333333333334
myth_punishment_presence,defector_effect_on,89,-0.08750000000000002
